Account,Invoice number,Invoice Date,Year,Month,Product,Quantity, Invoice amount 
1464,3655803,11/01/2011,2011,1,124,131," $12,969.00 "
1059,3167683,11/01/2011,2011,1,157,247," $65,509.89 "
1184,3469087,11/01/2011,2011,1,139,216," $17,520.00 "
1995,3883367,11/01/2011,2011,1,217,69," $22,149.00 "
1443,3989898,11/01/2011,2011,1,183,235," $43,325.45 "
1551,3753577,11/01/2011,2011,1,108,27," $1,584.00 "
1148,3646623,10/01/2011,2011,1,284,225," $12,231.82 "
1856,3522920,10/01/2011,2011,1,172,199," $60,351.27 "
1257,3682828,10/01/2011,2011,1,281,58," $9,280.00 "
1693,3437453,9/01/2011,2011,1,206,112," $30,056.73 "
1945,3696321,9/01/2011,2011,1,148,120," $16,764.00 "
1375,3439013,8/01/2011,2011,1,166,132," $38,115.00 "
1682,3803415,8/01/2011,2011,1,191,104," $26,208.00 "
1478,3744628,8/01/2011,2011,1,110,167," $15,308.33 "
1125,3464385,8/01/2011,2011,1,271,240," $48,174.55 "
1251,3063318,8/01/2011,2011,1,148,78," $10,896.60 "
1455,3787915,8/01/2011,2011,1,280,259," $68,564.36 "
1054,3062154,8/01/2011,2011,1,157,267," $70,814.33 "
1520,3109323,8/01/2011,2011,1,108,16, $938.67 
1463,3589138,7/01/2011,2011,1,107,285," $20,805.00 "
1735,3096703,7/01/2011,2011,1,102,33," $8,147.33 "
1251,3852845,7/01/2011,2011,1,299,47," $8,903.89 "
1465,3656887,7/01/2011,2011,1,267,169," $37,349.00 "
1947,3888683,6/01/2011,2011,1,281,118," $18,880.00 "
1760,3019274,6/01/2011,2011,1,222,292," $22,805.20 "
1973,3351529,6/01/2011,2011,1,172,267," $80,973.82 "
1052,3121749,6/01/2011,2011,1,157,203," $53,840.11 "
1130,3259728,6/01/2011,2011,1,271,154," $30,912.00 "
1611,3909362,6/01/2011,2011,1,203,139," $7,089.00 "
1503,3742688,5/01/2011,2011,1,124,93," $9,207.00 "
1331,3365676,5/01/2011,2011,1,271,235," $47,170.91 "
1092,3038996,5/01/2011,2011,1,251,97," $15,520.00 "
1815,3780580,5/01/2011,2011,1,225,188," $18,152.44 "
1038,3258360,5/01/2011,2011,1,250,222," $65,490.00 "
1806,3457276,4/01/2011,2011,1,235,208," $17,680.00 "
1432,3916657,4/01/2011,2011,1,159,218," $27,522.50 "
1447,3245148,4/01/2011,2011,1,281,114," $18,240.00 "
1138,3512316,4/01/2011,2011,1,108,27," $1,584.00 "
1587,3431746,4/01/2011,2011,1,267,233," $51,493.00 "
1077,3560816,4/01/2011,2011,1,239,268," $43,925.20 "
1059,3720599,3/01/2011,2011,1,254,198," $56,394.00 "
1441,3485676,3/01/2011,2011,1,166,249," $71,898.75 "
1259,3538146,3/01/2011,2011,1,149,107," $14,659.00 "
1052,3893964,2/01/2011,2011,1,102,100," $24,688.89 "
1183,3756198,2/01/2011,2011,1,292,5," $1,122.22 "
1148,3559971,2/01/2011,2011,1,261,123," $38,818.80 "
1259,3748095,1/01/2011,2011,1,107,17," $1,241.00 "
1886,3570257,1/01/2011,2011,1,197,156," $6,268.36 "
1995,3565506,1/01/2011,2011,1,139,50," $4,055.56 "
1958,3226005,30/12/2010,2010,12,243,236," $50,976.00 "
1628,3655131,30/12/2010,2010,12,107,132," $9,636.00 "
1838,3320359,30/12/2010,2010,12,148,119," $15,113.00 "
1894,3221310,30/12/2010,2010,12,186,295," $52,510.00 "
1886,3745298,30/12/2010,2010,12,197,213," $7,242.00 "
1750,3948343,30/12/2010,2010,12,206,22," $5,412.00 "
1617,3236133,30/12/2010,2010,12,108,220," $10,560.00 "
1054,3261157,29/12/2010,2010,12,281,273," $34,944.00 "
1464,3578479,29/12/2010,2010,12,170,189," $42,147.00 "
1750,3399255,29/12/2010,2010,12,166,201," $46,431.00 "
1721,3320175,28/12/2010,2010,12,148,239," $30,353.00 "
1591,3627453,28/12/2010,2010,12,166,157," $36,267.00 "
1864,3150651,28/12/2010,2010,12,267,173," $38,233.00 "
1148,3151857,26/12/2010,2010,12,239,16," $2,384.00 "
1226,3178833,26/12/2010,2010,12,114,171," $18,981.00 "
1586,3497567,26/12/2010,2010,12,141,295," $62,835.00 "
1856,3906824,26/12/2010,2010,12,119,67," $16,817.00 "
1608,3496707,26/12/2010,2010,12,193,96," $7,776.00 "
1600,3954897,26/12/2010,2010,12,222,54," $3,834.00 "
1386,3757951,25/12/2010,2010,12,296,152," $31,312.00 "
1612,3263192,25/12/2010,2010,12,141,275," $58,575.00 "
1995,3725132,25/12/2010,2010,12,235,80," $6,800.00 "
1054,3003381,25/12/2010,2010,12,239,53," $7,897.00 "
1235,3011341,24/12/2010,2010,12,285,330," $41,910.00 "
1790,3750706,24/12/2010,2010,12,222,335," $23,785.00 "
1077,3736851,24/12/2010,2010,12,169,152," $23,104.00 "
1909,3000747,24/12/2010,2010,12,139,246," $17,958.00 "
1613,3303402,24/12/2010,2010,12,299,105," $16,275.00 "
1138,3166537,24/12/2010,2010,12,246,285," $7,695.00 "
1465,3036727,24/12/2010,2010,12,184,236," $70,328.00 "
1613,3330298,23/12/2010,2010,12,139,194," $14,162.00 "
1803,3255596,23/12/2010,2010,12,260,107," $13,375.00 "
1569,3026485,23/12/2010,2010,12,223,252," $25,452.00 "
1183,3569179,23/12/2010,2010,12,225,13," $1,027.00 "
1219,3509515,22/12/2010,2010,12,148,300," $38,100.00 "
1125,3893767,22/12/2010,2010,12,276,86," $11,352.00 "
1721,3937802,22/12/2010,2010,12,170,49," $10,927.00 "
1126,3130108,22/12/2010,2010,12,110,130," $9,750.00 "
1760,3196914,22/12/2010,2010,12,106,258," $62,178.00 "
1443,3512347,21/12/2010,2010,12,184,208," $61,984.00 "
1478,3617887,21/12/2010,2010,12,119,26," $6,526.00 "
1038,3036160,21/12/2010,2010,12,141,257," $54,741.00 "
1503,3058993,20/12/2010,2010,12,159,65," $6,565.00 "
1441,3576983,20/12/2010,2010,12,250,226," $66,670.00 "
1219,3852700,20/12/2010,2010,12,276,110," $14,520.00 "
1790,3343449,20/12/2010,2010,12,119,81," $20,331.00 "
1721,3844255,19/12/2010,2010,12,276,136," $17,952.00 "
1806,3841217,19/12/2010,2010,12,284,197," $9,062.00 "
1794,3453015,19/12/2010,2010,12,281,271," $34,688.00 "
1329,3426942,19/12/2010,2010,12,180,296," $29,008.00 "
1464,3434916,19/12/2010,2010,12,149,64," $8,768.00 "
1887,3882957,18/12/2010,2010,12,196,80," $10,000.00 "
1617,3561775,18/12/2010,2010,12,108,117," $5,616.00 "
1584,3749048,18/12/2010,2010,12,108,69," $3,312.00 "
1331,3507386,18/12/2010,2010,12,254,65," $15,665.00 "
1166,3425699,18/12/2010,2010,12,110,189," $14,175.00 "
1608,3682956,17/12/2010,2010,12,169,110," $16,720.00 "
1257,3923160,17/12/2010,2010,12,157,170," $36,890.00 "
1613,3531158,16/12/2010,2010,12,292,250," $50,500.00 "
1750,3089321,15/12/2010,2010,12,183,46," $7,774.00 "
1629,3733425,15/12/2010,2010,12,113,123," $15,744.00 "
1130,3782734,15/12/2010,2010,12,166,158," $36,498.00 "
1148,3169582,14/12/2010,2010,12,217,14," $4,494.00 "
1520,3473655,14/12/2010,2010,12,184,194," $57,812.00 "
1600,3079680,14/12/2010,2010,12,102,1, $202.00 
1630,3906584,14/12/2010,2010,12,225,275," $21,725.00 "
1331,3482260,14/12/2010,2010,12,139,176," $12,848.00 "
1138,3671324,14/12/2010,2010,12,220,210," $35,700.00 "
1158,3152454,13/12/2010,2010,12,169,57," $8,664.00 "
1995,3521086,13/12/2010,2010,12,260,81," $10,125.00 "
1520,3350942,12/12/2010,2010,12,166,247," $57,057.00 "
1608,3885664,12/12/2010,2010,12,166,184," $42,504.00 "
1790,3637196,12/12/2010,2010,12,131,58," $18,096.00 "
1856,3756239,12/12/2010,2010,12,260,111," $13,875.00 "
1587,3778848,11/12/2010,2010,12,124,240," $23,760.00 "
1887,3031176,11/12/2010,2010,12,106,155," $37,355.00 "
1395,3476468,11/12/2010,2010,12,230,189," $31,752.00 "
1392,3823498,10/12/2010,2010,12,100,212," $68,476.00 "
1219,3056505,10/12/2010,2010,12,140,64," $21,952.00 "
1790,3105429,9/12/2010,2010,12,250,144," $42,480.00 "
1909,3492901,9/12/2010,2010,12,119,121," $30,371.00 "
1443,3064767,8/12/2010,2010,12,184,153," $45,594.00 "
1629,3293587,8/12/2010,2010,12,220,132," $22,440.00 "
1909,3211961,8/12/2010,2010,12,284,143," $6,578.00 "
1191,3844328,8/12/2010,2010,12,108,118," $5,664.00 "
1917,3272550,8/12/2010,2010,12,146,176," $41,888.00 "
1629,3509901,7/12/2010,2010,12,230,241," $40,488.00 "
1235,3566129,7/12/2010,2010,12,102,258," $52,116.00 "
1584,3858432,7/12/2010,2010,12,196,13," $1,625.00 "
1608,3483383,6/12/2010,2010,12,206,38," $9,348.00 "
1463,3003995,6/12/2010,2010,12,261,43," $11,309.00 "
1269,3142716,6/12/2010,2010,12,124,148," $14,652.00 "
1059,3204740,6/12/2010,2010,12,286,62," $13,206.00 "
1281,3245014,5/12/2010,2010,12,196,48," $6,000.00 "
1551,3326504,5/12/2010,2010,12,284,114," $5,244.00 "
1617,3020490,5/12/2010,2010,12,114,27," $2,997.00 "
1608,3998337,4/12/2010,2010,12,180,155," $15,190.00 "
1269,3799701,4/12/2010,2010,12,230,182," $30,576.00 "
1520,3874607,4/12/2010,2010,12,184,223," $66,454.00 "
1503,3602057,4/12/2010,2010,12,268,100," $9,200.00 "
1945,3976402,4/12/2010,2010,12,159,152," $15,352.00 "
1584,3358360,4/12/2010,2010,12,186,93," $16,554.00 "
1329,3646380,4/12/2010,2010,12,206,125," $30,750.00 "
1503,3255080,4/12/2010,2010,12,141,246," $52,398.00 "
1158,3375523,3/12/2010,2010,12,113,229," $29,312.00 "
1454,3137545,3/12/2010,2010,12,118,142," $30,956.00 "
1614,3456215,2/12/2010,2010,12,216,250," $78,000.00 "
1251,3945608,2/12/2010,2010,12,157,155," $33,635.00 "
1166,3984506,2/12/2010,2010,12,140,252," $86,436.00 "
1520,3416191,1/12/2010,2010,12,157,225," $48,825.00 "
1183,3550839,1/12/2010,2010,12,271,168," $30,912.00 "
1412,3706013,1/12/2010,2010,12,170,13," $2,899.00 "
1395,3666582,30/11/2010,2010,11,285,34," $4,318.00 "
1735,3200059,30/11/2010,2010,11,141,202," $43,026.00 "
1587,3467655,30/11/2010,2010,11,117,204," $64,056.00 "
1735,3258357,30/11/2010,2010,11,276,25," $3,300.00 "
1432,3480500,30/11/2010,2010,11,118,14," $3,052.00 "
1465,3776899,29/11/2010,2010,11,149,250," $34,250.00 "
1801,3445897,28/11/2010,2010,11,105,254," $88,138.00 "
1611,3190056,28/11/2010,2010,11,276,22," $2,904.00 "
1392,3461252,28/11/2010,2010,11,107,270," $19,710.00 "
1715,3770882,28/11/2010,2010,11,235,178," $15,130.00 "
1412,3578238,28/11/2010,2010,11,280,136," $30,464.00 "
1735,3194678,27/11/2010,2010,11,251,270," $43,200.00 "
1269,3649126,26/11/2010,2010,11,207,161," $50,554.00 "
1894,3428607,26/11/2010,2010,11,281,173," $22,144.00 "
1257,3153936,26/11/2010,2010,11,184,222," $66,156.00 "
1955,3806351,26/11/2010,2010,11,107,285," $20,805.00 "
1584,3934739,26/11/2010,2010,11,102,279," $56,358.00 "
1269,3612670,26/11/2010,2010,11,292,251," $50,702.00 "
1503,3509573,26/11/2010,2010,11,254,229," $55,189.00 "
1441,3149605,26/11/2010,2010,11,124,148," $14,652.00 "
1760,3995993,25/11/2010,2010,11,260,294," $36,750.00 "
1038,3611428,25/11/2010,2010,11,252,74," $13,542.00 "
1617,3606340,25/11/2010,2010,11,114,161," $17,871.00 "
1138,3174539,24/11/2010,2010,11,227,101," $6,363.00 "
1617,3283799,24/11/2010,2010,11,100,179," $57,817.00 "
1454,3571998,24/11/2010,2010,11,159,247," $24,947.00 "
1958,3980383,24/11/2010,2010,11,284,81," $3,726.00 "
1226,3987807,24/11/2010,2010,11,172,244," $67,832.00 "
1794,3766194,24/11/2010,2010,11,252,76," $13,908.00 "
1331,3603656,23/11/2010,2010,11,246,202," $5,454.00 "
1412,3162325,23/11/2010,2010,11,169,4, $608.00 
1467,3838549,23/11/2010,2010,11,227,107," $6,741.00 "
1955,3669212,23/11/2010,2010,11,235,72," $6,120.00 "
1386,3068448,23/11/2010,2010,11,288,7, $721.00 
1375,3606437,22/11/2010,2010,11,252,233," $42,639.00 "
1715,3302829,22/11/2010,2010,11,260,90," $11,250.00 "
1454,3693646,22/11/2010,2010,11,107,206," $15,038.00 "
1166,3736344,22/11/2010,2010,11,148,165," $20,955.00 "
1478,3258674,21/11/2010,2010,11,259,221," $74,256.00 "
1126,3061978,21/11/2010,2010,11,125,189," $24,948.00 "
1955,3592832,21/11/2010,2010,11,252,225," $41,175.00 "
1077,3354080,20/11/2010,2010,11,139,52," $3,796.00 "
1587,3691784,20/11/2010,2010,11,107,232," $16,936.00 "
1760,3259618,20/11/2010,2010,11,118,14," $3,052.00 "
1412,3885438,20/11/2010,2010,11,286,34," $7,242.00 "
1226,3631247,20/11/2010,2010,11,184,206," $61,388.00 "
1463,3723329,20/11/2010,2010,11,216,94," $29,328.00 "
1693,3459621,19/11/2010,2010,11,157,201," $43,617.00 "
1613,3583900,19/11/2010,2010,11,285,93," $11,811.00 "
1614,3222132,19/11/2010,2010,11,110,241," $18,075.00 "
1587,3909907,19/11/2010,2010,11,197,171," $5,814.00 "
1760,3709899,19/11/2010,2010,11,254,118," $28,438.00 "
1251,3434333,19/11/2010,2010,11,148,33," $4,191.00 "
1441,3438609,18/11/2010,2010,11,268,146," $13,432.00 "
1137,3251719,18/11/2010,2010,11,122,65," $16,705.00 "
1600,3518527,18/11/2010,2010,11,215,90," $16,920.00 "
1838,3523764,17/11/2010,2010,11,259,67," $22,512.00 "
1628,3709093,17/11/2010,2010,11,259,196," $65,856.00 "
1187,3748907,17/11/2010,2010,11,216,227," $70,824.00 "
1945,3854760,17/11/2010,2010,11,170,82," $18,286.00 "
1973,3861560,16/11/2010,2010,11,267,16," $3,536.00 "
1917,3889037,16/11/2010,2010,11,173,194," $60,722.00 "
1464,3748424,16/11/2010,2010,11,261,9," $2,367.00 "
1447,3092229,16/11/2010,2010,11,210,128," $10,880.00 "
1886,3313678,16/11/2010,2010,11,246,124," $3,348.00 "
1995,3927049,16/11/2010,2010,11,288,4, $412.00 
1887,3400973,16/11/2010,2010,11,184,175," $52,150.00 "
1187,3220491,16/11/2010,2010,11,186,75," $13,350.00 "
1856,3191946,15/11/2010,2010,11,227,32," $2,016.00 "
1496,3529939,15/11/2010,2010,11,285,276," $35,052.00 "
1586,3613929,15/11/2010,2010,11,285,135," $17,145.00 "
1455,3097218,14/11/2010,2010,11,261,54," $14,202.00 "
1465,3298573,14/11/2010,2010,11,122,211," $54,227.00 "
1184,3887507,14/11/2010,2010,11,250,201," $59,295.00 "
1375,3643676,13/11/2010,2010,11,108,138," $6,624.00 "
1584,3909708,13/11/2010,2010,11,166,242," $55,902.00 "
1191,3647040,13/11/2010,2010,11,166,297," $68,607.00 "
1995,3672969,13/11/2010,2010,11,172,292," $81,176.00 "
1130,3372788,13/11/2010,2010,11,108,118," $5,664.00 "
1794,3437121,12/11/2010,2010,11,125,274," $36,168.00 "
1125,3293963,11/11/2010,2010,11,254,90," $21,690.00 "
1677,3380532,11/11/2010,2010,11,173,95," $29,735.00 "
1138,3689788,11/11/2010,2010,11,105,104," $36,088.00 "
1629,3422809,11/11/2010,2010,11,246,12, $324.00 
1465,3643254,10/11/2010,2010,11,149,108," $14,796.00 "
1386,3066722,10/11/2010,2010,11,105,244," $84,668.00 "
1432,3564626,10/11/2010,2010,11,267,143," $31,603.00 "
1038,3646476,9/11/2010,2010,11,166,203," $46,893.00 "
1611,3592842,9/11/2010,2010,11,259,117," $39,312.00 "
1979,3175809,8/11/2010,2010,11,114,34," $3,774.00 "
1184,3535837,8/11/2010,2010,11,243,60," $12,960.00 "
1887,3628168,8/11/2010,2010,11,113,31," $3,968.00 "
1443,3045176,7/11/2010,2010,11,148,76," $9,652.00 "
1947,3618125,7/11/2010,2010,11,255,21," $4,704.00 "
1750,3430055,7/11/2010,2010,11,169,298," $45,296.00 "
1331,3273118,7/11/2010,2010,11,184,59," $17,582.00 "
1887,3876902,7/11/2010,2010,11,267,37," $8,177.00 "
1166,3009469,6/11/2010,2010,11,125,269," $35,508.00 "
1613,3115218,6/11/2010,2010,11,159,170," $17,170.00 "
1894,3948373,6/11/2010,2010,11,255,50," $11,200.00 "
1587,3626378,6/11/2010,2010,11,169,206," $31,312.00 "
1569,3264169,5/11/2010,2010,11,260,270," $33,750.00 "
1600,3081420,5/11/2010,2010,11,252,104," $19,032.00 "
1125,3420350,5/11/2010,2010,11,187,249," $61,254.00 "
1467,3812907,5/11/2010,2010,11,284,117," $5,382.00 "
1958,3355997,5/11/2010,2010,11,207,149," $46,786.00 "
1958,3600445,5/11/2010,2010,11,288,132," $13,596.00 "
1682,3708557,5/11/2010,2010,11,140,229," $78,547.00 "
1750,3193836,5/11/2010,2010,11,299,188," $29,140.00 "
1569,3296670,5/11/2010,2010,11,141,25," $5,325.00 "
1125,3496501,5/11/2010,2010,11,281,151," $19,328.00 "
1395,3927677,4/11/2010,2010,11,222,84," $5,964.00 "
1375,3292906,4/11/2010,2010,11,267,50," $11,050.00 "
1551,3229682,3/11/2010,2010,11,113,233," $29,824.00 "
1467,3246601,3/11/2010,2010,11,261,300," $78,900.00 "
1455,3346960,3/11/2010,2010,11,184,212," $63,176.00 "
1386,3356952,3/11/2010,2010,11,124,92," $9,108.00 "
1259,3667589,3/11/2010,2010,11,255,237," $53,088.00 "
1587,3722585,3/11/2010,2010,11,157,206," $44,702.00 "
1936,3835907,3/11/2010,2010,11,196,132," $16,500.00 "
1958,3183233,3/11/2010,2010,11,260,238," $29,750.00 "
1187,3345039,2/11/2010,2010,11,125,226," $29,832.00 "
1190,3648205,2/11/2010,2010,11,140,101," $34,643.00 "
1392,3765253,1/11/2010,2010,11,222,106," $7,526.00 "
1611,3441654,1/11/2010,2010,11,280,109," $24,416.00 "
1520,3395054,1/11/2010,2010,11,105,120," $41,640.00 "
1269,3173290,1/11/2010,2010,11,148,229," $29,083.00 "
1955,3894117,30/10/2010,2010,10,220,255," $43,350.00 "
1092,3930301,30/10/2010,2010,10,114,104," $11,544.00 "
1936,3361985,29/10/2010,2010,10,100,77," $24,871.00 "
1092,3333785,28/10/2010,2010,10,166,72," $16,632.00 "
1551,3796367,28/10/2010,2010,10,285,298," $37,846.00 "
1464,3989163,28/10/2010,2010,10,172,211," $58,658.00 "
1955,3781570,28/10/2010,2010,10,210,114," $9,690.00 "
1600,3001780,28/10/2010,2010,10,254,117," $28,197.00 "
1973,3341781,28/10/2010,2010,10,222,45," $3,195.00 "
1806,3558752,28/10/2010,2010,10,246,144," $3,888.00 "
1432,3659083,28/10/2010,2010,10,251,221," $35,360.00 "
1092,3892438,28/10/2010,2010,10,119,251," $63,001.00 "
1894,3205992,28/10/2010,2010,10,274,297," $85,239.00 "
1917,3468461,27/10/2010,2010,10,114,76," $8,436.00 "
1184,3709847,27/10/2010,2010,10,122,145," $37,265.00 "
1125,3815536,27/10/2010,2010,10,255,228," $51,072.00 "
1815,3836988,27/10/2010,2010,10,159,81," $8,181.00 "
1600,3679858,26/10/2010,2010,10,292,151," $30,502.00 "
1447,3084994,26/10/2010,2010,10,285,274," $34,798.00 "
1478,3788366,25/10/2010,2010,10,148,229," $29,083.00 "
1148,3362877,25/10/2010,2010,10,214,76," $9,576.00 "
1569,3819937,25/10/2010,2010,10,235,92," $7,820.00 "
1183,3744963,24/10/2010,2010,10,274,285," $81,795.00 "
1611,3061231,24/10/2010,2010,10,157,111," $24,087.00 "
1054,3043400,24/10/2010,2010,10,186,226," $40,228.00 "
1392,3069584,24/10/2010,2010,10,235,68," $5,780.00 "
1386,3019647,23/10/2010,2010,10,255,245," $54,880.00 "
1919,3517719,23/10/2010,2010,10,113,133," $17,024.00 "
1496,3674678,23/10/2010,2010,10,131,55," $17,160.00 "
1584,3910586,23/10/2010,2010,10,276,201," $26,532.00 "
1629,3158328,23/10/2010,2010,10,139,67," $4,891.00 "
1958,3028742,23/10/2010,2010,10,220,154," $26,180.00 "
1979,3076496,23/10/2010,2010,10,285,209," $26,543.00 "
1257,3191052,23/10/2010,2010,10,207,221," $69,394.00 "
1054,3753527,23/10/2010,2010,10,139,288," $21,024.00 "
1478,3090933,22/10/2010,2010,10,157,234," $50,778.00 "
1503,3947895,22/10/2010,2010,10,288,184," $18,952.00 "
1166,3313824,22/10/2010,2010,10,285,100," $12,700.00 "
1629,3342674,22/10/2010,2010,10,193,176," $14,256.00 "
1520,3132662,21/10/2010,2010,10,166,240," $55,440.00 "
1226,3546220,21/10/2010,2010,10,124,292," $28,908.00 "
1600,3787670,19/10/2010,2010,10,170,163," $36,349.00 "
1432,3266266,19/10/2010,2010,10,117,98," $30,772.00 "
1138,3403368,19/10/2010,2010,10,124,300," $29,700.00 "
1257,3112600,19/10/2010,2010,10,299,182," $28,210.00 "
1158,3944237,19/10/2010,2010,10,122,6," $1,542.00 "
1551,3671398,19/10/2010,2010,10,288,141," $14,523.00 "
1630,3304397,18/10/2010,2010,10,187,54," $13,284.00 "
1919,3062660,18/10/2010,2010,10,250,10," $2,950.00 "
1176,3693959,18/10/2010,2010,10,172,294," $81,732.00 "
1995,3970262,17/10/2010,2010,10,215,369," $69,372.00 "
1392,3380785,17/10/2010,2010,10,285,29," $3,683.00 "
1803,3505506,17/10/2010,2010,10,149,148," $20,276.00 "
1130,3619378,16/10/2010,2010,10,210,50," $4,250.00 "
1801,3411465,16/10/2010,2010,10,148,148," $18,796.00 "
1979,3457613,16/10/2010,2010,10,217,147," $47,187.00 "
1794,3299639,15/10/2010,2010,10,180,261," $25,578.00 "
1138,3446843,15/10/2010,2010,10,146,126," $29,988.00 "
1191,3302914,14/10/2010,2010,10,250,8," $2,360.00 "
1104,3523063,14/10/2010,2010,10,230,10," $1,680.00 "
1613,3293875,13/10/2010,2010,10,146,42," $9,996.00 "
1138,3689365,13/10/2010,2010,10,246,16, $432.00 
1467,3954965,13/10/2010,2010,10,166,73," $16,863.00 "
1281,3478314,11/10/2010,2010,10,230,7," $1,176.00 "
1803,3349118,11/10/2010,2010,10,288,225," $23,175.00 "
1591,3136464,10/10/2010,2010,10,235,141," $11,985.00 "
1628,3819917,10/10/2010,2010,10,284,93," $4,278.00 "
1137,3024253,10/10/2010,2010,10,117,68," $21,352.00 "
1331,3689899,9/10/2010,2010,10,251,156," $24,960.00 "
1219,3861627,9/10/2010,2010,10,122,140," $35,980.00 "
1815,3583520,9/10/2010,2010,10,246,40," $1,080.00 "
1522,3562727,9/10/2010,2010,10,140,148," $50,764.00 "
1226,3604842,8/10/2010,2010,10,203,260," $13,260.00 "
1629,3312659,8/10/2010,2010,10,216,235," $73,320.00 "
1856,3384295,8/10/2010,2010,10,227,251," $15,813.00 "
1386,3706574,7/10/2010,2010,10,106,233," $56,153.00 "
1166,3766444,7/10/2010,2010,10,246,183," $4,941.00 "
1917,3487046,7/10/2010,2010,10,252,203," $37,149.00 "
1375,3573411,7/10/2010,2010,10,139,157," $11,461.00 "
1973,3078835,6/10/2010,2010,10,216,172," $53,664.00 "
1864,3390867,6/10/2010,2010,10,217,283," $90,843.00 "
1137,3911905,5/10/2010,2010,10,117,237," $74,418.00 "
1955,3153991,5/10/2010,2010,10,107,31," $2,263.00 "
1331,3003408,5/10/2010,2010,10,180,148," $14,504.00 "
1269,3805029,5/10/2010,2010,10,246,129," $3,483.00 "
1176,3143477,5/10/2010,2010,10,149,204," $27,948.00 "
1392,3482487,5/10/2010,2010,10,118,287," $62,566.00 "
1584,3845282,4/10/2010,2010,10,281,216," $27,648.00 "
1611,3981019,4/10/2010,2010,10,133,151," $29,294.00 "
1375,3366718,4/10/2010,2010,10,149,206," $28,222.00 "
1395,3334888,4/10/2010,2010,10,191,221," $55,692.00 "
1331,3465716,3/10/2010,2010,10,166,151," $34,881.00 "
1806,3326537,3/10/2010,2010,10,166,204," $47,124.00 "
1187,3799392,3/10/2010,2010,10,166,215," $49,665.00 "
1392,3114154,3/10/2010,2010,10,102,155," $31,310.00 "
1386,3151230,3/10/2010,2010,10,107,227," $16,571.00 "
1887,3387751,3/10/2010,2010,10,108,198," $9,504.00 "
1801,3039404,2/10/2010,2010,10,100,168," $54,264.00 "
1591,3006906,2/10/2010,2010,10,191,151," $38,052.00 "
1329,3305967,2/10/2010,2010,10,140,116," $39,788.00 "
1137,3326234,2/10/2010,2010,10,250,47," $13,865.00 "
1052,3705654,2/10/2010,2010,10,217,21," $6,741.00 "
1465,3618097,1/10/2010,2010,10,173,112," $35,056.00 "
1038,3710992,1/10/2010,2010,10,166,153," $35,343.00 "
1958,3790047,1/10/2010,2010,10,250,290," $85,550.00 "
1606,3249499,1/10/2010,2010,10,274,202," $57,974.00 "
1447,3129431,1/10/2010,2010,10,207,297," $93,258.00 "
1617,3817021,1/10/2010,2010,10,299,293," $45,415.00 "
1587,3810719,1/10/2010,2010,10,186,233," $41,474.00 "
1412,3809421,30/09/2010,2010,9,260,290," $36,250.00 "
1092,3807805,30/09/2010,2010,9,281,86," $11,008.00 "
1945,3022944,29/09/2010,2010,9,274,209," $59,983.00 "
1750,3476100,29/09/2010,2010,9,292,275," $55,550.00 "
1973,3459312,29/09/2010,2010,9,222,77," $5,467.00 "
1412,3711911,29/09/2010,2010,9,220,171," $29,070.00 "
1522,3793971,29/09/2010,2010,9,184,94," $28,012.00 "
1251,3184799,28/09/2010,2010,9,193,66," $5,346.00 "
1052,3438003,27/09/2010,2010,9,140,43," $14,749.00 "
1463,3733101,27/09/2010,2010,9,227,291," $18,333.00 "
1947,3490126,27/09/2010,2010,9,173,99," $30,987.00 "
1077,3449351,27/09/2010,2010,9,193,2, $162.00 
1375,3719196,27/09/2010,2010,9,193,83," $6,723.00 "
1137,3599193,27/09/2010,2010,9,172,83," $23,074.00 "
1054,3128251,26/09/2010,2010,9,207,272," $85,408.00 "
1478,3453956,26/09/2010,2010,9,235,55," $4,675.00 "
1815,3208278,26/09/2010,2010,9,180,15," $1,470.00 "
1463,3440937,26/09/2010,2010,9,292,142," $28,684.00 "
1130,3366892,25/09/2010,2010,9,254,147," $35,427.00 "
1432,3726237,25/09/2010,2010,9,230,115," $19,320.00 "
1894,3840941,24/09/2010,2010,9,106,126," $30,366.00 "
1608,3448298,24/09/2010,2010,9,108,223," $10,704.00 "
1375,3690821,23/09/2010,2010,9,100,62," $20,026.00 "
1454,3156039,23/09/2010,2010,9,243,266," $57,456.00 "
1392,3193187,22/09/2010,2010,9,243,195," $42,120.00 "
1584,3671619,22/09/2010,2010,9,251,108," $17,280.00 "
1886,3274697,22/09/2010,2010,9,159,60," $6,060.00 "
1522,3226439,22/09/2010,2010,9,284,266," $12,236.00 "
1613,3875672,22/09/2010,2010,9,166,241," $55,671.00 "
1806,3156449,22/09/2010,2010,9,122,240," $61,680.00 "
1750,3432418,22/09/2010,2010,9,230,76," $12,768.00 "
1682,3357794,22/09/2010,2010,9,267,172," $38,012.00 "
1750,3492795,21/09/2010,2010,9,141,65," $13,845.00 "
1790,3837952,21/09/2010,2010,9,102,145," $29,290.00 "
1166,3860641,21/09/2010,2010,9,159,125," $12,625.00 "
1187,3572949,21/09/2010,2010,9,193,202," $16,362.00 "
1522,3062497,21/09/2010,2010,9,246,86," $2,322.00 "
1864,3354069,21/09/2010,2010,9,122,78," $20,046.00 "
1801,3371831,21/09/2010,2010,9,149,56," $7,672.00 "
1630,3320449,21/09/2010,2010,9,259,38," $12,768.00 "
